Num1,Sign,Num2,Equals,SIGN_ADD,SIGN_SUB,SIGN_MULT,SIGN_DIV
77,/,73,1.054794521,0,0,0,1
70,+,25,95,1,0,0,0
87,-,50,37,0,1,0,0
62,*,81,5022,0,0,1,0
80,/,36,2.222222222,0,0,0,1
45,+,35,80,1,0,0,0
1,-,5,-4,0,1,0,0
31,*,50,1550,0,0,1,0
3,/,68,0.044117647,0,0,0,1
72,+,44,116,1,0,0,0
34,-,99,-65,0,1,0,0
66,*,15,990,0,0,1,0
64,/,24,2.666666667,0,0,0,1
31,+,33,64,1,0,0,0
40,-,87,-47,0,1,0,0
1,*,37,37,0,0,1,0
83,/,81,1.024691358,0,0,0,1
31,+,41,72,1,0,0,0
99,-,29,70,0,1,0,0
25,*,88,2200,0,0,1,0
25,/,49,0.510204082,0,0,0,1
52,+,36,88,1,0,0,0
26,-,55,-29,0,1,0,0
88,*,78,6864,0,0,1,0
56,/,73,0.767123288,0,0,0,1
27,+,8,35,1,0,0,0
60,-,84,-24,0,1,0,0
0,*,95,0,0,0,1,0
33,/,72,0.458333333,0,0,0,1
9,+,55,64,1,0,0,0
95,-,67,28,0,1,0,0
22,*,64,1408,0,0,1,0
90,/,25,3.6,0,0,0,1
42,+,40,82,1,0,0,0
93,-,1,92,0,1,0,0
43,*,45,1935,0,0,1,0
80,/,51,1.568627451,0,0,0,1
46,+,89,135,1,0,0,0
27,-,22,5,0,1,0,0
19,*,31,589,0,0,1,0
61,/,5,12.2,0,0,0,1
16,+,91,107,1,0,0,0
35,-,3,32,0,1,0,0
39,*,84,3276,0,0,1,0
75,/,59,1.271186441,0,0,0,1
76,+,74,150,1,0,0,0
12,-,44,-32,0,1,0,0
71,*,86,6106,0,0,1,0
94,/,82,1.146341463,0,0,0,1
92,+,62,154,1,0,0,0
13,-,94,-81,0,1,0,0
53,*,47,2491,0,0,1,0
54,/,11,4.909090909,0,0,0,1
18,+,47,65,1,0,0,0
97,-,55,42,0,1,0,0
35,*,20,700,0,0,1,0
92,/,73,1.260273973,0,0,0,1
2,+,26,28,1,0,0,0
11,-,2,9,0,1,0,0
38,*,69,2622,0,0,1,0
60,/,28,2.142857143,0,0,0,1
54,+,21,75,1,0,0,0
27,-,47,-20,0,1,0,0
83,*,62,5146,0,0,1,0
84,/,74,1.135135135,0,0,0,1
69,+,10,79,1,0,0,0
6,-,72,-66,0,1,0,0
94,*,73,6862,0,0,1,0
87,/,39,2.230769231,0,0,0,1
7,+,9,16,1,0,0,0
14,-,46,-32,0,1,0,0
12,*,85,1020,0,0,1,0
88,/,44,2,0,0,0,1
35,+,20,55,1,0,0,0
40,-,92,-52,0,1,0,0
70,*,2,140,0,0,1,0
76,/,76,1,0,0,0,1
49,+,50,99,1,0,0,0
79,-,73,6,0,1,0,0
6,*,38,228,0,0,1,0
64,/,94,0.680851064,0,0,0,1
84,+,21,105,1,0,0,0
40,-,91,-51,0,1,0,0
78,*,75,5850,0,0,1,0
58,/,39,1.487179487,0,0,0,1
11,+,91,102,1,0,0,0
14,-,5,9,0,1,0,0
3,*,84,252,0,0,1,0
33,/,11,3,0,0,0,1
93,+,62,155,1,0,0,0
90,-,98,-8,0,1,0,0
65,*,37,2405,0,0,1,0
87,/,94,0.925531915,0,0,0,1
11,+,44,55,1,0,0,0
52,-,1,51,0,1,0,0
86,*,63,5418,0,0,1,0
8,/,97,0.082474227,0,0,0,1
65,+,97,162,1,0,0,0
62,-,53,9,0,1,0,0
23,*,50,1150,0,0,1,0
29,/,73,0.397260274,0,0,0,1
17,+,85,102,1,0,0,0
44,-,45,-1,0,1,0,0
31,*,93,2883,0,0,1,0
68,/,74,0.918918919,0,0,0,1
33,+,35,68,1,0,0,0
10,-,100,-90,0,1,0,0
44,*,54,2376,0,0,1,0
50,/,69,0.724637681,0,0,0,1
42,+,48,90,1,0,0,0
78,-,45,33,0,1,0,0
15,*,11,165,0,0,1,0
99,/,17,5.823529412,0,0,0,1
64,+,23,87,1,0,0,0
3,-,43,-40,0,1,0,0
14,*,85,1190,0,0,1,0
21,/,66,0.318181818,0,0,0,1
90,+,98,188,1,0,0,0
2,-,78,-76,0,1,0,0
87,*,58,5046,0,0,1,0
11,/,28,0.392857143,0,0,0,1
78,+,26,104,1,0,0,0
40,-,45,-5,0,1,0,0
9,*,22,198,0,0,1,0
39,/,55,0.709090909,0,0,0,1
34,+,82,116,1,0,0,0
66,-,97,-31,0,1,0,0
23,*,21,483,0,0,1,0
19,/,52,0.365384615,0,0,0,1
95,+,54,149,1,0,0,0
53,-,16,37,0,1,0,0
46,*,50,2300,0,0,1,0
57,/,14,4.071428571,0,0,0,1
78,+,6,84,1,0,0,0
2,-,55,-53,0,1,0,0
99,*,91,9009,0,0,1,0
40,/,70,0.571428571,0,0,0,1
59,+,83,142,1,0,0,0
71,-,75,-4,0,1,0,0
42,*,37,1554,0,0,1,0
37,/,95,0.389473684,0,0,0,1
52,+,36,88,1,0,0,0
44,-,18,26,0,1,0,0
8,*,69,552,0,0,1,0
89,/,65,1.369230769,0,0,0,1
69,+,77,146,1,0,0,0
66,-,91,-25,0,1,0,0
8,*,97,776,0,0,1,0
6,/,69,0.086956522,0,0,0,1
39,+,14,53,1,0,0,0
3,-,73,-70,0,1,0,0
74,*,6,444,0,0,1,0
4,/,58,0.068965517,0,0,0,1
64,+,26,90,1,0,0,0
6,-,7,-1,0,1,0,0
6,*,1,6,0,0,1,0
63,/,80,0.7875,0,0,0,1
91,+,16,107,1,0,0,0
72,-,33,39,0,1,0,0
44,*,73,3212,0,0,1,0
2,/,14,0.142857143,0,0,0,1
46,+,36,82,1,0,0,0
49,-,11,38,0,1,0,0
55,*,45,2475,0,0,1,0
65,/,21,3.095238095,0,0,0,1
76,+,69,145,1,0,0,0
63,-,47,16,0,1,0,0
21,*,95,1995,0,0,1,0
44,/,99,0.444444444,0,0,0,1
94,+,13,107,1,0,0,0
82,-,69,13,0,1,0,0
100,*,6,600,0,0,1,0
62,/,28,2.214285714,0,0,0,1
19,+,79,98,1,0,0,0
0,-,12,-12,0,1,0,0
61,*,93,5673,0,0,1,0
65,/,71,0.915492958,0,0,0,1
54,+,42,96,1,0,0,0
70,-,90,-20,0,1,0,0
93,*,57,5301,0,0,1,0
10,/,22,0.454545455,0,0,0,1
15,+,15,30,1,0,0,0
2,-,15,-13,0,1,0,0
28,*,49,1372,0,0,1,0
28,/,33,0.848484848,0,0,0,1
80,+,56,136,1,0,0,0
73,-,18,55,0,1,0,0
31,*,100,3100,0,0,1,0
87,/,4,21.75,0,0,0,1
66,+,99,165,1,0,0,0
42,-,64,-22,0,1,0,0
42,*,67,2814,0,0,1,0
25,/,4,6.25,0,0,0,1
75,+,66,141,1,0,0,0
78,-,75,3,0,1,0,0
0,*,15,0,0,0,1,0
19,/,10,1.9,0,0,0,1
35,+,95,130,1,0,0,0
45,-,63,-18,0,1,0,0
48,*,54,2592,0,0,1,0
6,/,93,0.064516129,0,0,0,1
75,+,16,91,1,0,0,0
4,-,91,-87,0,1,0,0
35,*,1,35,0,0,1,0
78,/,87,0.896551724,0,0,0,1
0,+,51,51,1,0,0,0
27,-,1,26,0,1,0,0
90,*,59,5310,0,0,1,0
62,/,42,1.476190476,0,0,0,1
10,+,93,103,1,0,0,0
1,-,29,-28,0,1,0,0
26,*,62,1612,0,0,1,0
44,/,35,1.257142857,0,0,0,1
86,+,80,166,1,0,0,0
13,-,75,-62,0,1,0,0
53,*,76,4028,0,0,1,0
28,/,24,1.166666667,0,0,0,1
8,+,19,27,1,0,0,0
6,-,10,-4,0,1,0,0
72,*,85,6120,0,0,1,0
4,/,77,0.051948052,0,0,0,1
31,+,31,62,1,0,0,0
24,-,57,-33,0,1,0,0
32,*,21,672,0,0,1,0
24,/,4,6,0,0,0,1
28,+,74,102,1,0,0,0
78,-,27,51,0,1,0,0
71,*,94,6674,0,0,1,0
35,/,9,3.888888889,0,0,0,1
35,+,81,116,1,0,0,0
88,-,4,84,0,1,0,0
50,*,26,1300,0,0,1,0
73,/,15,4.866666667,0,0,0,1
91,+,98,189,1,0,0,0
51,-,13,38,0,1,0,0
96,*,93,8928,0,0,1,0
10,/,21,0.476190476,0,0,0,1
89,+,95,184,1,0,0,0
74,-,31,43,0,1,0,0
20,*,83,1660,0,0,1,0
91,/,50,1.82,0,0,0,1
12,+,12,24,1,0,0,0
91,-,65,26,0,1,0,0
66,*,89,5874,0,0,1,0
54,/,40,1.35,0,0,0,1
29,+,76,105,1,0,0,0
49,-,83,-34,0,1,0,0
45,*,75,3375,0,0,1,0
10,/,93,0.107526882,0,0,0,1
97,+,85,182,1,0,0,0
50,-,39,11,0,1,0,0
41,*,45,1845,0,0,1,0
96,/,79,1.215189873,0,0,0,1
100,+,29,129,1,0,0,0
6,-,9,-3,0,1,0,0
1,*,35,35,0,0,1,0
33,/,4,8.25,0,0,0,1
23,+,3,26,1,0,0,0
48,-,20,28,0,1,0,0
88,*,24,2112,0,0,1,0
100,/,83,1.204819277,0,0,0,1
61,+,44,105,1,0,0,0
96,-,79,17,0,1,0,0
47,*,61,2867,0,0,1,0
35,/,54,0.648148148,0,0,0,1
90,+,74,164,1,0,0,0
0,-,77,-77,0,1,0,0
72,*,54,3888,0,0,1,0
58,/,40,1.45,0,0,0,1
15,+,67,82,1,0,0,0
5,-,87,-82,0,1,0,0
87,*,7,609,0,0,1,0
8,/,18,0.444444444,0,0,0,1
7,+,81,88,1,0,0,0
9,-,76,-67,0,1,0,0
6,*,23,138,0,0,1,0
76,/,45,1.688888889,0,0,0,1
92,+,72,164,1,0,0,0
69,-,2,67,0,1,0,0
100,*,29,2900,0,0,1,0
64,/,11,5.818181818,0,0,0,1
53,+,61,114,1,0,0,0
40,-,95,-55,0,1,0,0
75,*,48,3600,0,0,1,0
43,/,41,1.048780488,0,0,0,1
21,+,64,85,1,0,0,0
82,-,99,-17,0,1,0,0
76,*,99,7524,0,0,1,0
17,/,13,1.307692308,0,0,0,1
38,+,14,52,1,0,0,0
26,-,45,-19,0,1,0,0
26,*,82,2132,0,0,1,0
83,/,57,1.456140351,0,0,0,1
38,+,76,114,1,0,0,0
15,-,2,13,0,1,0,0
3,*,64,192,0,0,1,0
35,/,41,0.853658537,0,0,0,1
93,+,77,170,1,0,0,0
35,-,10,25,0,1,0,0
74,*,26,1924,0,0,1,0
80,/,3,26.66666667,0,0,0,1
95,+,5,100,1,0,0,0
21,-,32,-11,0,1,0,0
11,*,50,550,0,0,1,0
70,/,26,2.692307692,0,0,0,1
21,+,9,30,1,0,0,0
88,-,28,60,0,1,0,0
7,*,89,623,0,0,1,0
1,/,17,0.058823529,0,0,0,1
91,+,63,154,1,0,0,0
25,-,47,-22,0,1,0,0
23,*,100,2300,0,0,1,0
99,/,81,1.222222222,0,0,0,1
84,+,88,172,1,0,0,0
44,-,74,-30,0,1,0,0
15,*,31,465,0,0,1,0
33,/,93,0.35483871,0,0,0,1
38,+,43,81,1,0,0,0
60,-,74,-14,0,1,0,0
1,*,35,35,0,0,1,0
90,/,33,2.727272727,0,0,0,1
5,+,47,52,1,0,0,0
70,-,28,42,0,1,0,0
39,*,67,2613,0,0,1,0
50,/,11,4.545454545,0,0,0,1
41,+,77,118,1,0,0,0
7,-,18,-11,0,1,0,0
47,*,48,2256,0,0,1,0
98,/,73,1.342465753,0,0,0,1
61,+,9,70,1,0,0,0
77,-,87,-10,0,1,0,0
74,*,26,1924,0,0,1,0
22,/,79,0.278481013,0,0,0,1
5,+,77,82,1,0,0,0
3,-,4,-1,0,1,0,0
30,*,15,450,0,0,1,0
36,/,8,4.5,0,0,0,1
18,+,46,64,1,0,0,0
35,-,21,14,0,1,0,0
40,*,68,2720,0,0,1,0
89,/,76,1.171052632,0,0,0,1
95,+,98,193,1,0,0,0
30,-,73,-43,0,1,0,0
30,*,27,810,0,0,1,0
0,/,89,0,0,0,0,1
9,+,43,52,1,0,0,0
0,-,27,-27,0,1,0,0
49,*,11,539,0,0,1,0
50,/,17,2.941176471,0,0,0,1
32,+,2,34,1,0,0,0
72,-,71,1,0,1,0,0
36,*,61,2196,0,0,1,0
34,/,84,0.404761905,0,0,0,1
24,+,69,93,1,0,0,0
94,-,20,74,0,1,0,0
99,*,33,3267,0,0,1,0
29,/,96,0.302083333,0,0,0,1
24,+,4,28,1,0,0,0
86,-,6,80,0,1,0,0
44,*,0,0,0,0,1,0
80,/,57,1.403508772,0,0,0,1
64,+,57,121,1,0,0,0
89,-,75,14,0,1,0,0
39,*,4,156,0,0,1,0
10,/,90,0.111111111,0,0,0,1
43,+,50,93,1,0,0,0
92,-,62,30,0,1,0,0
35,*,65,2275,0,0,1,0
50,/,81,0.617283951,0,0,0,1
99,+,98,197,1,0,0,0
93,-,95,-2,0,1,0,0
92,*,46,4232,0,0,1,0
9,/,57,0.157894737,0,0,0,1
93,+,96,189,1,0,0,0
15,-,77,-62,0,1,0,0
28,*,84,2352,0,0,1,0
7,+,70,77,1,0,0,0
65,-,47,18,0,1,0,0
73,*,64,4672,0,0,1,0
68,/,30,2.266666667,0,0,0,1
62,+,1,63,1,0,0,0
17,-,79,-62,0,1,0,0
28,*,7,196,0,0,1,0
2,/,20,0.1,0,0,0,1
48,+,6,54,1,0,0,0
71,-,93,-22,0,1,0,0
47,*,93,4371,0,0,1,0
65,/,32,2.03125,0,0,0,1
74,+,68,142,1,0,0,0
46,-,72,-26,0,1,0,0
36,*,49,1764,0,0,1,0
83,/,47,1.765957447,0,0,0,1
92,+,51,143,1,0,0,0
20,-,35,-15,0,1,0,0
94,*,97,9118,0,0,1,0
61,/,75,0.813333333,0,0,0,1
71,+,59,130,1,0,0,0
33,-,78,-45,0,1,0,0
43,*,28,1204,0,0,1,0
11,/,14,0.785714286,0,0,0,1
55,+,68,123,1,0,0,0
95,-,55,40,0,1,0,0
27,*,26,702,0,0,1,0
28,/,93,0.301075269,0,0,0,1
91,+,4,95,1,0,0,0
51,-,11,40,0,1,0,0
41,*,37,1517,0,0,1,0
43,/,15,2.866666667,0,0,0,1
68,+,89,157,1,0,0,0
13,-,48,-35,0,1,0,0
86,*,88,7568,0,0,1,0
47,/,35,1.342857143,0,0,0,1
40,+,44,84,1,0,0,0
78,-,97,-19,0,1,0,0
22,*,95,2090,0,0,1,0
79,/,59,1.338983051,0,0,0,1
75,+,70,145,1,0,0,0
90,-,71,19,0,1,0,0
75,*,43,3225,0,0,1,0
22,/,34,0.647058824,0,0,0,1
79,+,42,121,1,0,0,0
87,-,36,51,0,1,0,0
71,*,33,2343,0,0,1,0
14,/,1,14,0,0,0,1
17,+,2,19,1,0,0,0
1,-,92,-91,0,1,0,0
12,*,67,804,0,0,1,0
56,/,100,0.56,0,0,0,1
90,+,51,141,1,0,0,0
65,-,30,35,0,1,0,0
64,*,72,4608,0,0,1,0
67,/,9,7.444444444,0,0,0,1
92,+,3,95,1,0,0,0
74,-,62,12,0,1,0,0
23,*,68,1564,0,0,1,0
16,/,38,0.421052632,0,0,0,1
31,+,84,115,1,0,0,0
55,-,49,6,0,1,0,0
6,*,59,354,0,0,1,0
54,/,40,1.35,0,0,0,1
63,+,77,140,1,0,0,0
31,-,43,-12,0,1,0,0
71,*,45,3195,0,0,1,0
5,/,16,0.3125,0,0,0,1
44,+,43,87,1,0,0,0
88,-,35,53,0,1,0,0
70,*,77,5390,0,0,1,0
27,/,14,1.928571429,0,0,0,1
29,+,65,94,1,0,0,0
50,-,80,-30,0,1,0,0
76,*,77,5852,0,0,1,0
50,/,53,0.943396226,0,0,0,1
82,+,27,109,1,0,0,0
65,-,14,51,0,1,0,0
96,*,69,6624,0,0,1,0
94,/,77,1.220779221,0,0,0,1
10,+,22,32,1,0,0,0
42,-,48,-6,0,1,0,0
79,*,44,3476,0,0,1,0
81,/,21,3.857142857,0,0,0,1
69,+,3,72,1,0,0,0
44,-,60,-16,0,1,0,0
79,*,16,1264,0,0,1,0
79,/,30,2.633333333,0,0,0,1
23,+,30,53,1,0,0,0
22,-,1,21,0,1,0,0
14,*,77,1078,0,0,1,0
86,/,47,1.829787234,0,0,0,1
47,+,22,69,1,0,0,0
3,-,46,-43,0,1,0,0
41,*,38,1558,0,0,1,0
24,/,61,0.393442623,0,0,0,1
99,+,29,128,1,0,0,0
66,-,1,65,0,1,0,0
57,*,36,2052,0,0,1,0
18,/,48,0.375,0,0,0,1
79,+,34,113,1,0,0,0
17,-,70,-53,0,1,0,0
49,*,14,686,0,0,1,0
10,/,71,0.14084507,0,0,0,1
18,+,41,59,1,0,0,0
19,-,20,-1,0,1,0,0
18,*,18,324,0,0,1,0
57,/,26,2.192307692,0,0,0,1
34,+,60,94,1,0,0,0
69,-,92,-23,0,1,0,0
94,*,32,3008,0,0,1,0
57,/,4,14.25,0,0,0,1
8,+,19,27,1,0,0,0
3,-,14,-11,0,1,0,0
76,*,14,1064,0,0,1,0
88,/,67,1.313432836,0,0,0,1
36,+,3,39,1,0,0,0
23,-,98,-75,0,1,0,0
71,*,79,5609,0,0,1,0
24,/,95,0.252631579,0,0,0,1
19,+,50,69,1,0,0,0
19,-,10,9,0,1,0,0
27,*,95,2565,0,0,1,0
94,/,31,3.032258065,0,0,0,1
95,+,23,118,1,0,0,0
4,-,42,-38,0,1,0,0
88,*,96,8448,0,0,1,0
58,/,46,1.260869565,0,0,0,1
24,+,16,40,1,0,0,0
65,-,75,-10,0,1,0,0
17,*,87,1479,0,0,1,0
18,/,33,0.545454545,0,0,0,1
76,+,78,154,1,0,0,0
8,-,14,-6,0,1,0,0
25,*,63,1575,0,0,1,0
44,/,61,0.721311475,0,0,0,1
93,+,26,119,1,0,0,0
40,-,12,28,0,1,0,0
97,*,96,9312,0,0,1,0
98,/,68,1.441176471,0,0,0,1
12,+,75,87,1,0,0,0
49,-,4,45,0,1,0,0
64,*,43,2752,0,0,1,0
64,/,10,6.4,0,0,0,1
30,+,72,102,1,0,0,0
48,-,50,-2,0,1,0,0
45,*,42,1890,0,0,1,0
95,/,45,2.111111111,0,0,0,1
39,+,86,125,1,0,0,0
33,-,99,-66,0,1,0,0
72,*,15,1080,0,0,1,0
33,/,38,0.868421053,0,0,0,1
62,+,49,111,1,0,0,0
88,-,9,79,0,1,0,0
69,*,50,3450,0,0,1,0
90,/,44,2.045454545,0,0,0,1
66,+,55,121,1,0,0,0
77,-,8,69,0,1,0,0
5,*,40,200,0,0,1,0
17,/,23,0.739130435,0,0,0,1
88,+,2,90,1,0,0,0
46,-,32,14,0,1,0,0
9,*,12,108,0,0,1,0
60,/,53,1.132075472,0,0,0,1
65,+,87,152,1,0,0,0
100,-,41,59,0,1,0,0
81,*,6,486,0,0,1,0
23,/,26,0.884615385,0,0,0,1
78,+,64,142,1,0,0,0
43,-,18,25,0,1,0,0
4,*,30,120,0,0,1,0
87,/,89,0.97752809,0,0,0,1
87,+,49,136,1,0,0,0
40,-,80,-40,0,1,0,0
22,*,80,1760,0,0,1,0
52,/,35,1.485714286,0,0,0,1
84,+,2,86,1,0,0,0
20,-,30,-10,0,1,0,0
43,*,29,1247,0,0,1,0
29,/,74,0.391891892,0,0,0,1
81,+,12,93,1,0,0,0
92,-,24,68,0,1,0,0
47,*,90,4230,0,0,1,0
0,/,23,0,0,0,0,1
12,+,37,49,1,0,0,0
96,-,37,59,0,1,0,0
34,*,2,68,0,0,1,0
21,/,80,0.2625,0,0,0,1
53,+,21,74,1,0,0,0
90,-,3,87,0,1,0,0
87,*,88,7656,0,0,1,0
22,/,25,0.88,0,0,0,1
54,+,28,82,1,0,0,0
88,-,46,42,0,1,0,0
53,*,69,3657,0,0,1,0
66,/,97,0.680412371,0,0,0,1
1,+,18,19,1,0,0,0
23,-,39,-16,0,1,0,0
35,*,19,665,0,0,1,0
6,/,36,0.166666667,0,0,0,1
30,+,91,121,1,0,0,0
92,-,40,52,0,1,0,0
49,*,49,2401,0,0,1,0
20,/,94,0.212765957,0,0,0,1
64,+,50,114,1,0,0,0
98,-,59,39,0,1,0,0
78,*,92,7176,0,0,1,0
25,/,95,0.263157895,0,0,0,1
21,+,95,116,1,0,0,0
91,-,4,87,0,1,0,0
36,*,86,3096,0,0,1,0
35,/,54,0.648148148,0,0,0,1
57,+,42,99,1,0,0,0
57,-,71,-14,0,1,0,0
5,*,31,155,0,0,1,0
13,/,45,0.288888889,0,0,0,1
89,+,59,148,1,0,0,0
90,-,60,30,0,1,0,0
62,*,87,5394,0,0,1,0
45,/,38,1.184210526,0,0,0,1
21,+,23,44,1,0,0,0
98,-,91,7,0,1,0,0
95,*,11,1045,0,0,1,0
38,/,53,0.716981132,0,0,0,1
91,+,48,139,1,0,0,0
36,-,28,8,0,1,0,0
69,*,2,138,0,0,1,0
40,/,86,0.465116279,0,0,0,1
38,+,1,39,1,0,0,0
76,-,58,18,0,1,0,0
23,*,35,805,0,0,1,0
9,/,28,0.321428571,0,0,0,1
98,+,88,186,1,0,0,0
39,-,96,-57,0,1,0,0
98,*,98,9604,0,0,1,0
53,/,78,0.679487179,0,0,0,1
46,+,7,53,1,0,0,0
33,-,97,-64,0,1,0,0
77,*,36,2772,0,0,1,0
25,/,66,0.378787879,0,0,0,1
30,+,85,115,1,0,0,0
51,-,46,5,0,1,0,0
7,*,13,91,0,0,1,0
54,/,67,0.805970149,0,0,0,1
34,+,25,59,1,0,0,0
28,-,37,-9,0,1,0,0
50,*,23,1150,0,0,1,0
47,/,87,0.540229885,0,0,0,1
83,+,15,98,1,0,0,0
20,-,42,-22,0,1,0,0
36,*,16,576,0,0,1,0
89,/,79,1.126582278,0,0,0,1
17,+,41,58,1,0,0,0
28,-,51,-23,0,1,0,0
16,*,10,160,0,0,1,0
14,/,28,0.5,0,0,0,1
25,+,10,35,1,0,0,0
77,-,7,70,0,1,0,0
49,*,88,4312,0,0,1,0
29,/,38,0.763157895,0,0,0,1
43,+,41,84,1,0,0,0
27,-,26,1,0,1,0,0
89,*,55,4895,0,0,1,0
55,/,66,0.833333333,0,0,0,1
46,+,11,57,1,0,0,0
27,-,47,-20,0,1,0,0
27,*,96,2592,0,0,1,0
53,/,78,0.679487179,0,0,0,1
41,+,88,129,1,0,0,0
60,-,6,54,0,1,0,0
22,*,95,2090,0,0,1,0
50,/,99,0.505050505,0,0,0,1
82,+,71,153,1,0,0,0
1,-,7,-6,0,1,0,0
42,*,80,3360,0,0,1,0
89,/,13,6.846153846,0,0,0,1
81,+,72,153,1,0,0,0
94,-,69,25,0,1,0,0
50,*,8,400,0,0,1,0
67,/,6,11.16666667,0,0,0,1
17,+,29,46,1,0,0,0
27,-,15,12,0,1,0,0
36,*,4,144,0,0,1,0
95,/,68,1.397058824,0,0,0,1
28,+,16,44,1,0,0,0
28,-,47,-19,0,1,0,0
19,*,9,171,0,0,1,0
1,/,8,0.125,0,0,0,1
93,+,7,100,1,0,0,0
12,-,14,-2,0,1,0,0
63,*,84,5292,0,0,1,0
23,/,18,1.277777778,0,0,0,1
55,+,19,74,1,0,0,0
86,-,12,74,0,1,0,0
62,*,15,930,0,0,1,0
68,/,52,1.307692308,0,0,0,1
31,+,22,53,1,0,0,0
8,-,63,-55,0,1,0,0
37,*,38,1406,0,0,1,0
32,/,61,0.524590164,0,0,0,1
45,+,12,57,1,0,0,0
95,-,32,63,0,1,0,0
52,*,76,3952,0,0,1,0
61,/,7,8.714285714,0,0,0,1
74,+,41,115,1,0,0,0
58,-,51,7,0,1,0,0
43,*,33,1419,0,0,1,0
89,/,26,3.423076923,0,0,0,1
63,+,10,73,1,0,0,0
51,-,31,20,0,1,0,0
91,*,77,7007,0,0,1,0
48,/,71,0.676056338,0,0,0,1
99,+,68,167,1,0,0,0
35,-,64,-29,0,1,0,0
58,*,88,5104,0,0,1,0
20,/,2,10,0,0,0,1
74,+,61,135,1,0,0,0
26,-,96,-70,0,1,0,0
83,*,43,3569,0,0,1,0
62,/,24,2.583333333,0,0,0,1
99,+,100,199,1,0,0,0
73,-,98,-25,0,1,0,0
10,*,11,110,0,0,1,0
45,/,52,0.865384615,0,0,0,1
53,+,75,128,1,0,0,0
10,-,86,-76,0,1,0,0
56,*,21,1176,0,0,1,0
94,/,57,1.649122807,0,0,0,1
12,+,92,104,1,0,0,0
31,-,34,-3,0,1,0,0
66,*,35,2310,0,0,1,0
14,/,42,0.333333333,0,0,0,1
26,+,78,104,1,0,0,0
46,-,24,22,0,1,0,0
60,*,72,4320,0,0,1,0
69,/,22,3.136363636,0,0,0,1
61,+,88,149,1,0,0,0
27,-,68,-41,0,1,0,0
22,*,84,1848,0,0,1,0
44,/,42,1.047619048,0,0,0,1
12,+,46,58,1,0,0,0
85,-,93,-8,0,1,0,0
69,*,95,6555,0,0,1,0
36,/,77,0.467532468,0,0,0,1
39,+,88,127,1,0,0,0
17,-,55,-38,0,1,0,0
65,*,49,3185,0,0,1,0
61,/,85,0.717647059,0,0,0,1
8,+,23,31,1,0,0,0
70,-,60,10,0,1,0,0
26,*,88,2288,0,0,1,0
45,/,22,2.045454545,0,0,0,1
18,+,62,80,1,0,0,0
94,-,31,63,0,1,0,0
44,*,88,3872,0,0,1,0
34,/,99,0.343434343,0,0,0,1
76,+,97,173,1,0,0,0
3,-,52,-49,0,1,0,0
36,*,55,1980,0,0,1,0
95,/,50,1.9,0,0,0,1
38,+,71,109,1,0,0,0
19,-,52,-33,0,1,0,0
68,*,20,1360,0,0,1,0
54,/,70,0.771428571,0,0,0,1
18,+,85,103,1,0,0,0
16,-,50,-34,0,1,0,0
9,*,51,459,0,0,1,0
48,+,71,119,1,0,0,0
39,-,94,-55,0,1,0,0
29,*,16,464,0,0,1,0
16,/,56,0.285714286,0,0,0,1
37,+,2,39,1,0,0,0
73,-,45,28,0,1,0,0
85,*,23,1955,0,0,1,0
0,/,100,0,0,0,0,1
25,+,73,98,1,0,0,0
56,-,78,-22,0,1,0,0
43,*,98,4214,0,0,1,0
77,/,60,1.283333333,0,0,0,1
13,+,23,36,1,0,0,0
20,-,44,-24,0,1,0,0
72,*,78,5616,0,0,1,0
61,/,32,1.90625,0,0,0,1
61,+,53,114,1,0,0,0
46,-,89,-43,0,1,0,0
31,*,45,1395,0,0,1,0
96,/,90,1.066666667,0,0,0,1
22,+,81,103,1,0,0,0
73,-,95,-22,0,1,0,0
17,*,96,1632,0,0,1,0
47,/,43,1.093023256,0,0,0,1
32,+,44,76,1,0,0,0
26,-,2,24,0,1,0,0
91,*,17,1547,0,0,1,0
33,/,9,3.666666667,0,0,0,1
40,+,96,136,1,0,0,0
43,-,63,-20,0,1,0,0
61,*,27,1647,0,0,1,0
22,/,55,0.4,0,0,0,1
56,+,15,71,1,0,0,0
78,-,28,50,0,1,0,0
86,*,88,7568,0,0,1,0
95,/,6,15.83333333,0,0,0,1
32,+,68,100,1,0,0,0
85,-,45,40,0,1,0,0
34,*,90,3060,0,0,1,0
65,/,11,5.909090909,0,0,0,1
74,+,38,112,1,0,0,0
56,-,97,-41,0,1,0,0
12,*,21,252,0,0,1,0
9,/,60,0.15,0,0,0,1
58,+,2,60,1,0,0,0
15,-,16,-1,0,1,0,0
6,*,93,558,0,0,1,0
51,/,45,1.133333333,0,0,0,1
91,+,67,158,1,0,0,0
52,-,23,29,0,1,0,0
33,*,93,3069,0,0,1,0
83,/,49,1.693877551,0,0,0,1
0,+,11,11,1,0,0,0
71,-,65,6,0,1,0,0
44,*,41,1804,0,0,1,0
53,/,98,0.540816327,0,0,0,1
54,+,59,113,1,0,0,0
44,-,78,-34,0,1,0,0
9,*,48,432,0,0,1,0
50,/,12,4.166666667,0,0,0,1
70,+,33,103,1,0,0,0
71,-,17,54,0,1,0,0
79,*,57,4503,0,0,1,0
17,/,5,3.4,0,0,0,1
20,+,6,26,1,0,0,0
12,-,44,-32,0,1,0,0
83,*,21,1743,0,0,1,0
